subgroup,state,modern_method,se.modern_method,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Parity 1+,Africa:Senegal:Dakar,,,1990,,,1,1990,0.1382194224965207,0.2356667829575608,0.0771457427100535,2
Parity 1+,Africa:Senegal:Dakar,,,1991,,,1,1991,0.1382632960520746,0.2171784397304595,0.0850189809738158,2
Parity 1+,Africa:Senegal:Dakar,,,1992,,,1,1992,0.138352597923262,0.1957420578776878,0.0958926502231411,2
Parity 1+,Africa:Senegal:Dakar,0.1489130434782608,0.0144509885575291,1993,Senegal,DHS_1993,1,1993,0.1384512555118137,0.1660267301368054,0.1150101864800341,2
Parity 1+,Africa:Senegal:Dakar,,,1994,,,1,1994,0.1421483343465903,0.1974048973333248,0.1005434679151439,2
Parity 1+,Africa:Senegal:Dakar,,,1995,,,1,1995,0.1459357096150406,0.2190756613013298,0.0943977087338557,2
Parity 1+,Africa:Senegal:Dakar,,,1996,,,1,1996,0.1498544357733979,0.2361233504604108,0.0914840302308265,2
Parity 1+,Africa:Senegal:Dakar,,,1997,,,1,1997,0.1539087542341102,0.2496934111903127,0.0905674440055627,2
Parity 1+,Africa:Senegal:Dakar,,,1998,,,1,1998,0.158102730957529,0.2602567203612679,0.0912307519570533,2
Parity 1+,Africa:Senegal:Dakar,,,1999,,,1,1999,0.1624407399010544,0.2679466915748097,0.093325311454663,2
Parity 1+,Africa:Senegal:Dakar,,,2000,,,1,2000,0.166927039471168,0.2726735819296252,0.0968860101633777,2
Parity 1+,Africa:Senegal:Dakar,,,2001,,,1,2001,0.1715659409686417,0.2741803153557589,0.1021230795689992,2
Parity 1+,Africa:Senegal:Dakar,,,2002,,,1,2002,0.1763618591339634,0.2720172583296254,0.1094913713777371,2
Parity 1+,Africa:Senegal:Dakar,,,2003,,,1,2003,0.1813190938811262,0.2652448290529678,0.1198720627509619,2
Parity 1+,Africa:Senegal:Dakar,,,2004,,,1,2004,0.1864436359286676,0.2515439743487119,0.1353647881717833,2
Parity 1+,Africa:Senegal:Dakar,0.191980148503932,0.017148721152658,2005,Senegal,DHS_2005,1,2005,0.1917740153975961,0.2219815878260534,0.164876678193289,2
Parity 1+,Africa:Senegal:Dakar,,,2006,,,1,2006,0.1967414321522509,0.2591713845504342,0.1464945296299106,2
Parity 1+,Africa:Senegal:Dakar,,,2007,,,1,2007,0.2019052997896669,0.2771833152101154,0.1430824572206769,2
Parity 1+,Africa:Senegal:Dakar,,,2008,,,1,2008,0.2072322923016974,0.2835529102896895,0.1471669741012819,2
Parity 1+,Africa:Senegal:Dakar,,,2009,,,1,2009,0.2127215345457229,0.2777391194057493,0.1592942129496591,2
Parity 1+,Africa:Senegal:Dakar,0.2070103615063286,0.0200833193499845,2010,Senegal,DHS_2010,1,2010,0.2182708357855494,0.2497787115139851,0.1895629700445933,2
Parity 1+,Africa:Senegal:Dakar,,,2011,,,1,2011,0.2417347198273842,0.2994351018019309,0.1920472566908767,2
Parity 1+,Africa:Senegal:Dakar,0.2957738305304142,0.032536266339957,2012,Senegal,DHS_2012,1,2012,0.2666875679850409,0.3049202100275099,0.232642604961265,2
Parity 1+,Africa:Senegal:Dakar,,,2013,,,1,2013,0.2961250209600211,0.3606845910351726,0.239391876712208,2
Parity 1+,Africa:Senegal:Dakar,0.3427310220563169,0.0329566786464621,2014,Senegal,DHS_2014,1,2014,0.3274202752293485,0.3662855274752863,0.2914430867801169,2
Parity 1+,Africa:Senegal:Dakar,0.344222015552181,0.0365993722715396,2015,Senegal,DHS_2015,1,2015,0.3430992956646397,0.3807404477119009,0.3075158944978911,2
Parity 1+,Africa:Senegal:Dakar,0.3371065515373482,0.0255740421678025,2016,Senegal,DHS_2016,1,2016,0.3649834958143489,0.3977324434279251,0.3330160388636471,2
Parity 1+,Africa:Senegal:Dakar,0.4192688977520212,0.0209504178551318,2017,Senegal,DHS_2017,1,2017,0.3938148838223522,0.4229953637081461,0.3656942176085168,2
Parity 1+,Africa:Senegal:Dakar,0.3646403309116137,0.0213817302075778,2018,Senegal,DHS_2018,1,2018,0.3631372053800238,0.3930425212605962,0.3339677122273174,2
Parity 1+,Africa:Senegal:Dakar,0.3325100036971324,0.0238814062871511,2019,Senegal,DHS_2019,1,2019,0.3713419361740965,0.4085290103088103,0.3338868667332413,2
Parity 1+,Africa:Senegal:Dakar,,,2020,,,1,2020,0.370553223779581,0.4650138174072203,0.2843217884778818,2
Parity 1+,Africa:Senegal:Dakar,,,2021,,,1,2021,0.370100701641501,0.4990646933201291,0.256847004203639,2
Parity 1+,Africa:Senegal:Dakar,,,2022,,,1,2022,0.3697430522028336,0.5258163079612367,0.2363370901767487,2
Parity 1+,Africa:Senegal:Dakar,,,2023,,,1,2023,0.3694759332479613,0.5485858080443986,0.2198100464690352,2
Parity 1+,Africa:Senegal:Dakar,,,2024,,,1,2024,0.3692984592644456,0.5687261799574402,0.2059168885865866,2
Parity 1+,Africa:Senegal:Dakar,,,2025,,,1,2025,0.3692103052632536,0.5868782094411228,0.1939310319577099,2
Parity 1+,Africa:Senegal:Sédhiou,,,1990,,,2,1990,0.0284778445652564,0.0616150212243592,0.0124666722692725,2
Parity 1+,Africa:Senegal:Sédhiou,,,1991,,,2,1991,0.0284733828308082,0.0571446664974402,0.0134927538911068,2
Parity 1+,Africa:Senegal:Sédhiou,,,1992,,,2,1992,0.02846406693031,0.0524895909945882,0.0147398279277663,2
Parity 1+,Africa:Senegal:Sédhiou,0.0163934426229508,0.0077125243097732,1993,Senegal,DHS_1993,2,1993,0.028438141658681,0.0475059513521369,0.0163300749626593,2
Parity 1+,Africa:Senegal:Sédhiou,,,1994,,,2,1994,0.0306037989781948,0.054512829008362,0.0164695792634805,2
Parity 1+,Africa:Senegal:Sédhiou,,,1995,,,2,1995,0.0329108623681446,0.0612898564267974,0.0169303885519514,2
Parity 1+,Africa:Senegal:Sédhiou,,,1996,,,2,1996,0.035380447950478,0.0679093596715253,0.0176654463560164,2
Parity 1+,Africa:Senegal:Sédhiou,,,1997,,,2,1997,0.0380226384856645,0.0742388972497219,0.0186747276755403,2
Parity 1+,Africa:Senegal:Sédhiou,,,1998,,,2,1998,0.0408474477550944,0.0801557525279153,0.0199668611863616,2
Parity 1+,Africa:Senegal:Sédhiou,,,1999,,,2,1999,0.0438654426771251,0.0856190732281927,0.0215949568208667,2
Parity 1+,Africa:Senegal:Sédhiou,,,2000,,,2,2000,0.0470881373127333,0.0903585687106011,0.0236300327061627,2
Parity 1+,Africa:Senegal:Sédhiou,,,2001,,,2,2001,0.0505270000205703,0.0941920129008713,0.0261797027002169,2
Parity 1+,Africa:Senegal:Sédhiou,,,2002,,,2,2002,0.0541939977510373,0.0968443121389502,0.0294218364678133,2
Parity 1+,Africa:Senegal:Sédhiou,,,2003,,,2,2003,0.0581014143987035,0.0978781886768732,0.033624374602909,2
Parity 1+,Africa:Senegal:Sédhiou,,,2004,,,2,2004,0.0622619681670792,0.0967237798539573,0.0393694982356929,2
Parity 1+,Africa:Senegal:Sédhiou,0.0896716873515465,0.0281674788126402,2005,Senegal,DHS_2005,2,2005,0.0666861253452336,0.0917313969720032,0.0480682664507904,2
Parity 1+,Africa:Senegal:Sédhiou,,,2006,,,2,2006,0.0702426782731478,0.1046535423204605,0.0464066691775221,2
