subgroup,state,traditional_method,se.traditional_method,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1990,,,1,1990,0.0491950865958792,0.2172603235647123,0.0095725116134727,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1991,,,1,1991,0.0463213664064317,0.192578829638295,0.0097797545919749,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1992,,,1,1992,0.0435950140005707,0.1708664719285864,0.0099499466718353,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.0526315789473684,0.0393592443705939,1993,Senegal,DHS_1993,1,1993,0.0462615249391132,0.1451052031714,0.0137530979998461,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1994,,,1,1994,0.0385655375913059,0.1355428645888392,0.0101560887565651,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1995,,,1,1995,0.0362639137760948,0.1210815299117596,0.0101991598488574,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1996,,,1,1996,0.0341077963165496,0.1085037591275301,0.0102054388871628,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1997,,,1,1997,0.0320958363268777,0.0974414312753019,0.0101767777914488,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1998,,,1,1998,0.0302242715722653,0.0877072802911577,0.0101124946019729,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1999,,,1,1999,0.0284878544992964,0.0792134810443725,0.0100217425839056,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2000,,,1,2000,0.0268803051022457,0.0717089313449947,0.0099129353423969,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2001,,,1,2001,0.0253951046577934,0.0652062712932842,0.009788886825152,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2002,,,1,2002,0.0240260493106017,0.0595001921200367,0.0096527783531403,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2003,,,1,2003,0.0227673232700156,0.0545449633096155,0.0095013655856638,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2004,,,1,2004,0.0216138796019661,0.050265036055978,0.0093315005269899,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.0202284380402825,0.0129701624105962,2005,Senegal,DHS_2005,1,2005,0.0179056056745723,0.0325580372860982,0.0099614307220835,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2006,,,1,2006,0.019605741832302,0.0433919452537138,0.0089430997077908,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2007,,,1,2007,0.0187385605407244,0.040708191327055,0.0087115622101757,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2008,,,1,2008,0.0179522729497967,0.0384413008493521,0.008466211756471,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2009,,,1,2009,0.0172410262901909,0.0365607450312099,0.0082010812767808,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.0202940721101956,0.0159118030179609,2010,Senegal,DHS_2010,1,2010,0.0112080665250262,0.0203234498330148,0.006243221804238,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2011,,,1,2011,0.0160272749663715,0.0338761632614285,0.0075743995112355,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.0073774538164544,0.0082119042853299,2012,Senegal,DHS_2012,1,2012,0.0171217417913094,0.0302654467655697,0.0097496989501387,4
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2013,,,1,2013,0.0149866038699905,0.0325424345230791,0.0067893077783632,4
