subgroup,state,modern_method,se.modern_method,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,1990,,,1,1990,0.1430054703364688,0.2220642994449689,0.0887887072791927,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,1991,,,1,1991,0.143102507984691,0.2087780140834336,0.0955126945056767,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,1992,,,1,1992,0.1432981005240712,0.1935769392394624,0.1043487242367263,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,0.1464891041162227,0.0152529589109823,1993,Senegal,DHS_1993,1,1993,0.1435486627701482,0.1737066646883692,0.117956101430129,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,1994,,,1,1994,0.1451391994062162,0.1926451793516457,0.1076985329064435,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,1995,,,1,1995,0.1468020357478906,0.2058050568696751,0.102352578956308,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,1996,,,1,1996,0.1485822250863567,0.2158635538392349,0.0993928267855281,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,1997,,,1,1997,0.1504830596904563,0.2235527072722764,0.0979975850755134,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,1998,,,1,1998,0.1525077447091216,0.2291974137760555,0.0978892644504017,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,1999,,,1,1999,0.1546599936514533,0.2329358600825917,0.098934235815925,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2000,,,1,2000,0.1569435304339629,0.2347694279041881,0.1011343287621717,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2001,,,1,2001,0.1593622427520988,0.2345709513677741,0.104608557913654,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2002,,,1,2002,0.1619201481134538,0.2320472124618971,0.1096311890407861,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2003,,,1,2003,0.1646212775184463,0.2266048614833734,0.1167244651003979,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2004,,,1,2004,0.1674695859388446,0.2169910107676942,0.1271775116300971,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,0.1699202820389194,0.0153055246521169,2005,Senegal,DHS_2005,1,2005,0.1704608351164447,0.1986193275291931,0.1454156350456264,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2006,,,1,2006,0.1741994645493576,0.2213331970076959,0.1349741775171968,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2007,,,1,2007,0.1781162270028491,0.23330151089758,0.1330728927930764,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2008,,,1,2008,0.1822149341529548,0.2382922836900441,0.1361142768649266,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2009,,,1,2009,0.1864903341013089,0.2360108963318274,0.1444102957837797,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,0.1796587931074942,0.0190815573206721,2010,Senegal,DHS_2010,1,2010,0.1906401463072345,0.2221483237836749,0.162261006684295,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2011,,,1,2011,0.2174319456011873,0.2637679239364574,0.1772769805621443,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,0.2693659196200252,0.0274602969727031,2012,Senegal,DHS_2012,1,2012,0.246677464114385,0.2848015018414371,0.2133312525172461,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,,,2013,,,1,2013,0.2657259764542867,0.3189193349061074,0.2198506782999694,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,0.29849142399106,0.0341287232350872,2014,Senegal,DHS_2014,1,2014,0.2865013627460492,0.3272419381054231,0.2487918767616987,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,0.2576482511536906,0.0316881052135599,2015,Senegal,DHS_2015,1,2015,0.2758359289972121,0.3136428987642388,0.2404020159410733,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,0.2705486603077213,0.0264537076270395,2016,Senegal,DHS_2016,1,2016,0.2902541093521302,0.3246672626378317,0.2576937524015725,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,0.3378250534800607,0.0196144849857585,2017,Senegal,DHS_2017,1,2017,0.3170174415871308,0.3464649480253465,0.2897010719270195,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,0.3037544228900142,0.0171301637400037,2018,Senegal,DHS_2018,1,2018,0.2991819162774812,0.3260469160852506,0.2738299418859624,1
Age 25+:UrbanRural urban,Africa:Senegal:Dakar,0.270088413493965,0.0181921870437815,2019,Senegal,DHS_2019,1,2019,0.2851684588482749,0.3163458781095771,0.2551368552935573,1
