subgroup,state,modern_method,se.modern_method,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1990,,,1,1990,0.1325302891508112,0.2657494977581977,0.0607193746334587,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1991,,,1,1991,0.1326553239829987,0.2437792144775264,0.0678332730369847,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1992,,,1,1992,0.1329065978355827,0.2195213024166129,0.0773348129890361,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.1578947368421052,0.0314873954964751,1993,Senegal,DHS_1993,1,1993,0.1332395042682037,0.1905388798028761,0.0916968494905268,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1994,,,1,1994,0.136832896425649,0.2197700026738914,0.0821373745212129,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1995,,,1,1995,0.1405881576388072,0.2426853544492215,0.077202975960961,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1996,,,1,1996,0.1445641781786772,0.2615268800965353,0.0747052360498678,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1997,,,1,1997,0.1487725977551546,0.2770290993083415,0.0739247664000335,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1998,,,1,1998,0.1532247150655387,0.2893327598281401,0.0745309590415972,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,1999,,,1,1999,0.157932234481018,0.2985457243087886,0.0764213324308314,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2000,,,1,2000,0.1629076744429364,0.304616456967704,0.0796408223962618,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2001,,,1,2001,0.1681640174148631,0.3073281684981213,0.0843985064535369,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2002,,,1,2002,0.1737154763033067,0.3062025133227246,0.091109749923775,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2003,,,1,2003,0.179578535673601,0.3005170042645348,0.1003558394606493,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2004,,,1,2004,0.185776019325183,0.2887613651418357,0.1135658814461373,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.1594464443804644,0.0465530294879653,2005,Senegal,DHS_2005,1,2005,0.1923642992192716,0.2672412429109824,0.134161623672533,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2006,,,1,2006,0.2029928642637119,0.3035667651613275,0.1295389171937121,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2007,,,1,2007,0.2143127471233913,0.3274505293013447,0.1327154679317078,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2008,,,1,2008,0.2262892011591128,0.3405052980755725,0.1423571435347505,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2009,,,1,2009,0.2389114227145055,0.3413678862275043,0.1602580251492113,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.2008467197009428,0.0764075444014012,2010,Senegal,DHS_2010,1,2010,0.2519570551859619,0.3232485078205034,0.1939506262666681,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2011,,,1,2011,0.2886994565523207,0.3734195799040955,0.2178764831073666,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.3778551925445076,0.0252665813899629,2012,Senegal,DHS_2012,1,2012,0.328531406765358,0.3726632497511039,0.2883063999357907,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2013,,,1,2013,0.3276962011279135,0.4040547984817921,0.2602977658918337,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.3201529059469225,0.0128104088179226,2014,Senegal,DHS_2014,1,2014,0.3272451328654103,0.3512657891743869,0.3039866049606752,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.3138891778630997,0.0419303743879525,2015,Senegal,DHS_2015,1,2015,0.3447600782864563,0.3919612782660285,0.2988975554748925,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.3735692583199598,0.0360373695306518,2016,Senegal,DHS_2016,1,2016,0.3713327630854046,0.4211632431997255,0.3230403002984806,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.4478008563177059,0.1849668747949097,2017,Senegal,DHS_2017,1,2017,0.3845986844230449,0.4507343617072243,0.3193792899118913,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.3727286305472997,0.0935816422802151,2018,Senegal,DHS_2018,1,2018,0.3666534420335968,0.4377139061439939,0.2980218563198833,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,0.34100082227481,0.0510884764495201,2019,Senegal,DHS_2019,1,2019,0.3881760665612877,0.463921695993954,0.3141933819203834,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2020,,,1,2020,0.3862893612838737,0.5175332348838736,0.2676629865845196,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2021,,,1,2021,0.3849516328868054,0.5543656186234411,0.2378033884556265,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2022,,,1,2022,0.3838950256171854,0.5838867213275977,0.2151137074126408,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2023,,,1,2023,0.3831060967236637,0.6091378409239837,0.1969753266801039,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2024,,,1,2024,0.3825810279532503,0.6314768966323716,0.1817398918661001,2
Age 25+:UrbanRural rural,Africa:Senegal:Dakar,,,2025,,,1,2025,0.3823180654053159,0.6515736590017435,0.1687836811921682,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,1990,,,2,1990,0.0232251046791424,0.0635146908089191,0.0080803344662587,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,1991,,,2,1991,0.0232112606622844,0.0582829574171404,0.0088588505233968,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,1992,,,2,1992,0.0231867361659003,0.0530122826191956,0.0098076010247401,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,0.016260162601626,0.0099549837478843,1993,Senegal,DHS_1993,2,1993,0.0231390177398873,0.0475969389008439,0.011003988069701,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,1994,,,2,1994,0.0250073702108263,0.0543927699429686,0.0111576358993171,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,1995,,,2,1995,0.0269944555117087,0.0610960921302968,0.0115184172071083,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,1996,,,2,1996,0.029120391407014,0.0676270543845399,0.0120769646004529,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,1997,,,2,1997,0.0313954895540169,0.0738588568325889,0.0128401116958151,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,1998,,,2,1998,0.0338295869602561,0.0796189676965821,0.0138147226395691,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,1999,,,2,1999,0.0364328193533248,0.084858757763971,0.015056537483076,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2000,,,2,2000,0.0392152046320286,0.0892626266750641,0.0166217809969876,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2001,,,2,2001,0.042186975704613,0.0926304455643001,0.0186029424585328,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2002,,,2,2002,0.0453585116995069,0.0946778041520809,0.0211549639708408,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2003,,,2,2003,0.0487399936999896,0.094958622675836,0.0245175001626359,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2004,,,2,2004,0.0523405102587374,0.0929481539821287,0.0291706870171189,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,0.0949653727399476,0.0347508634242509,2005,Senegal,DHS_2005,2,2005,0.0561586398759195,0.0873254099436462,0.0362538405602319,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2006,,,2,2006,0.0579492090732555,0.0971564493064958,0.0341867744400799,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2007,,,2,2007,0.0597504351205534,0.1024810522945077,0.0341795023267953,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2008,,,2,2008,0.0615786227484449,0.1032975736283546,0.0358669106278198,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2009,,,2,2009,0.0634354656097214,0.0989907551095482,0.0397388956987759,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,0.0555042544950765,0.0131763811710895,2010,Senegal,DHS_2010,2,2010,0.0652845826373587,0.0869306128947165,0.0482441327435725,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2011,,,2,2011,0.0757330139529421,0.1077414690262683,0.05195657737801,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,0.0626052998281412,0.0124627660406406,2012,Senegal,DHS_2012,2,2012,0.0876240157787332,0.1107677921703207,0.0678128816189594,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,,,2013,,,2,2013,0.1135960495514944,0.153511715153244,0.0825181034159127,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,0.1523756667856468,0.0114141046906519,2014,Senegal,DHS_2014,2,2014,0.1460538834318172,0.1661295799726522,0.1281127165473438,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,0.1397406420344117,0.0348017450199862,2015,Senegal,DHS_2015,2,2015,0.1696582625174753,0.2050107149971675,0.1392285037342196,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,0.2215712112939326,0.0523134746594609,2016,Senegal,DHS_2016,2,2016,0.2003471123809201,0.2421948771862644,0.1647313559443616,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,0.2359759453004663,0.0260652457164114,2017,Senegal,DHS_2017,2,2017,0.2225665358706792,0.2615659476307683,0.1882519150965647,2
Age 25+:UrbanRural rural,Africa:Senegal:Sédhiou,0.2143733946511033,0.0601439405504136,2018,Senegal,DHS_2018,2,2018,0.2159657808886408,0.267335817009796,0.1725594773808363,2
