subgroup,state,unmet_need,se.unmet_need,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Age 25+,Africa:Senegal:Dakar,,,1990,,,1,1990,0.2491624257757758,0.3227783754385809,0.1882941179252593,1
Age 25+,Africa:Senegal:Dakar,,,1991,,,1,1991,0.2488858797395987,0.3126996619954565,0.1949826191812066,1
Age 25+,Africa:Senegal:Dakar,,,1992,,,1,1992,0.2483283078783874,0.3008205047018285,0.2027596839333451,1
Age 25+,Africa:Senegal:Dakar,0.2437869822485207,0.0200073363281465,1993,Senegal,DHS_1993,1,1993,0.2474488123841456,0.2856636624655066,0.2130297879868134,1
Age 25+,Africa:Senegal:Dakar,,,1994,,,1,1994,0.2489101638358763,0.2983844466391969,0.2057254745491535,1
Age 25+,Africa:Senegal:Dakar,,,1995,,,1,1995,0.2500430793147781,0.3071885804480276,0.2012269470941651,1
Age 25+,Africa:Senegal:Dakar,,,1996,,,1,1996,0.2508932791368236,0.3134687176473179,0.1982255023406698,1
Age 25+,Africa:Senegal:Dakar,,,1997,,,1,1997,0.2514592423060662,0.3176574788009133,0.1962742231328756,1
Age 25+,Africa:Senegal:Dakar,,,1998,,,1,1998,0.2517400510052549,0.3199732040646285,0.1952201307806947,1
Age 25+,Africa:Senegal:Dakar,,,1999,,,1,1999,0.2517353320643142,0.3204848686769889,0.1949518403755326,1
Age 25+,Africa:Senegal:Dakar,,,2000,,,1,2000,0.251445403301902,0.3192109200592206,0.1954390111763752,1
Age 25+,Africa:Senegal:Dakar,,,2001,,,1,2001,0.2508713652333637,0.3160996835319941,0.1967368343114303,1
Age 25+,Africa:Senegal:Dakar,,,2002,,,1,2002,0.2500155160802154,0.3110153827326573,0.1989984594975535,1
Age 25+,Africa:Senegal:Dakar,,,2003,,,1,2003,0.2488824433046529,0.3036700734334447,0.2024328418709343,1
Age 25+,Africa:Senegal:Dakar,,,2004,,,1,2004,0.2474795448517647,0.2934903088306373,0.2076523716981543,1
Age 25+,Africa:Senegal:Dakar,0.2499723640404315,0.0193714262435475,2005,Senegal,DHS_2005,1,2005,0.2459450450659814,0.2785305337823479,0.2166391575698135,1
Age 25+,Africa:Senegal:Dakar,,,2006,,,1,2006,0.2397026538139083,0.2815345581835331,0.2032515784249329,1
Age 25+,Africa:Senegal:Dakar,,,2007,,,1,2007,0.233440406345206,0.2784291918415527,0.1947552405200079,1
Age 25+,Africa:Senegal:Dakar,,,2008,,,1,2008,0.2270370936180144,0.2709984000810988,0.1892860795514586,1
Age 25+,Africa:Senegal:Dakar,,,2009,,,1,2009,0.2205033365943039,0.2594142192457284,0.1867404288489624,1
Age 25+,Africa:Senegal:Dakar,0.2263437777529405,0.0203227179056858,2010,Senegal,DHS_2010,1,2010,0.2137872197253636,0.2422160449463788,0.1884959735536948,1
Age 25+,Africa:Senegal:Dakar,,,2011,,,1,2011,0.2059222190004269,0.2387184097481597,0.1770025555116775,1
Age 25+,Africa:Senegal:Dakar,0.1761560433084007,0.0233377133609729,2012,Senegal,DHS_2012,1,2012,0.1984589428616569,0.2266070326424064,0.1725988870332166,1
Age 25+,Africa:Senegal:Dakar,,,2013,,,1,2013,0.1831357828646573,0.2133534637808723,0.1563033223582781,1
Age 25+,Africa:Senegal:Dakar,0.174694069511763,0.0280490373323454,2014,Senegal,DHS_2014,1,2014,0.1689049431480165,0.1930660961267269,0.1469182290720692,1
