subgroup,state,traditional_method,se.traditional_method,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Parity 1+,Africa:Senegal:Dakar,,,1990,,,1,1990,0.0621327988273102,0.1262089915479233,0.0286363078385632,3
Parity 1+,Africa:Senegal:Dakar,,,1991,,,1,1991,0.0589604134692216,0.1146452149369238,0.0282344569994623,3
Parity 1+,Africa:Senegal:Dakar,,,1992,,,1,1992,0.0558940484869574,0.1052604828540531,0.0276723620394076,3
Parity 1+,Africa:Senegal:Dakar,0.0608695652173913,0.0082177080032097,1993,Senegal,DHS_1993,1,1993,0.0576984988434549,0.0746428131104556,0.0444300925451537,3
Parity 1+,Africa:Senegal:Dakar,,,1994,,,1,1994,0.0500708780117869,0.0911292797888862,0.0261006191069057,3
Parity 1+,Africa:Senegal:Dakar,,,1995,,,1,1995,0.0473706421698247,0.0856984505687534,0.0251343789021198,3
Parity 1+,Africa:Senegal:Dakar,,,1996,,,1,1996,0.0448492034464773,0.0808951202751563,0.0241032767361693,3
Parity 1+,Africa:Senegal:Dakar,,,1997,,,1,1997,0.0425126260410569,0.0765812546427655,0.0230066083466437,3
Parity 1+,Africa:Senegal:Dakar,,,1998,,,1,1998,0.0403583377661988,0.0726912594816064,0.0219306978174688,3
Parity 1+,Africa:Senegal:Dakar,,,1999,,,1,1999,0.0383789428416854,0.0691391680616205,0.0209079544625788,3
Parity 1+,Africa:Senegal:Dakar,,,2000,,,1,2000,0.0365671368613297,0.0658595708134627,0.0199473478261823,3
Parity 1+,Africa:Senegal:Dakar,,,2001,,,1,2001,0.0349162971047028,0.0628359475180369,0.0190963420933817,3
Parity 1+,Africa:Senegal:Dakar,,,2002,,,1,2002,0.0334200532303148,0.0600557857844268,0.0183408656172419,3
Parity 1+,Africa:Senegal:Dakar,,,2003,,,1,2003,0.0320750156055483,0.057510900591257,0.0177016725137782,3
Parity 1+,Africa:Senegal:Dakar,,,2004,,,1,2004,0.0308783702439923,0.0552045409556052,0.0171528598965544,3
Parity 1+,Africa:Senegal:Dakar,0.0183552949439129,0.0057335101683078,2005,Senegal,DHS_2005,1,2005,0.0264325434682073,0.0355388512791663,0.0189273919704519,3
Parity 1+,Africa:Senegal:Dakar,,,2006,,,1,2006,0.0289260288723549,0.0512882389529537,0.0163277689888933,3
Parity 1+,Africa:Senegal:Dakar,,,2007,,,1,2007,0.0281555465966738,0.0496305151800306,0.0160455419173918,3
Parity 1+,Africa:Senegal:Dakar,,,2008,,,1,2008,0.0275054587013575,0.0481471740072066,0.0158315272913308,3
