subgroup,state,modern_method,se.modern_method,year,country,survey,dist.id,period.id,pred,pred_upper,pred_lower,model
Age 25+,Africa:Senegal:Dakar,,,1990,,,1,1990,0.1369092256853202,0.2324317575465952,0.0768330409313859,2
Age 25+,Africa:Senegal:Dakar,,,1991,,,1,1991,0.1369694572722906,0.2146918470789854,0.0845145946013165,2
Age 25+,Africa:Senegal:Dakar,,,1992,,,1,1992,0.1370917962334912,0.1941205055049902,0.0950080355978935,2
Age 25+,Africa:Senegal:Dakar,0.1467455621301775,0.0149292412307885,1993,Senegal,DHS_1993,1,1993,0.1372476046885758,0.1660060935547228,0.1129422228546094,2
Age 25+,Africa:Senegal:Dakar,,,1994,,,1,1994,0.1395159638702569,0.1939143359446515,0.0986555559647839,2
Age 25+,Africa:Senegal:Dakar,,,1995,,,1,1995,0.1418499766902808,0.2126782554309311,0.0919814353407077,2
Age 25+,Africa:Senegal:Dakar,,,1996,,,1,1996,0.1442810562702113,0.2269161445508979,0.0883838119542281,2
Age 25+,Africa:Senegal:Dakar,,,1997,,,1,1997,0.1468110283491319,0.2378803607398703,0.0867407197209145,2
Age 25+,Africa:Senegal:Dakar,,,1998,,,1,1998,0.1494426388170046,0.245899736158131,0.0865888024600407,2
Age 25+,Africa:Senegal:Dakar,,,1999,,,1,1999,0.1521790447189439,0.25115302136024,0.0877530176824817,2
Age 25+,Africa:Senegal:Dakar,,,2000,,,1,2000,0.1550234551622657,0.2536190477532395,0.0902366958720214,2
Age 25+,Africa:Senegal:Dakar,,,2001,,,1,2001,0.1579791880366002,0.2531099223946463,0.0942006061149151,2
Age 25+,Africa:Senegal:Dakar,,,2002,,,1,2002,0.1610497648179207,0.2492168897201567,0.1000164868299302,2
Age 25+,Africa:Senegal:Dakar,,,2003,,,1,2003,0.1642386790177595,0.2410951687901931,0.1084659710610605,2
Age 25+,Africa:Senegal:Dakar,,,2004,,,1,2004,0.1675508186017793,0.2269558562002162,0.1213508168517105,2
Age 25+,Africa:Senegal:Dakar,0.1698182663999117,0.0151640820920078,2005,Senegal,DHS_2005,1,2005,0.1710184428229943,0.1987906310309777,0.1464058593328022,2
Age 25+,Africa:Senegal:Dakar,,,2006,,,1,2006,0.1744197551022143,0.2309215660075836,0.1294415366309934,2
Age 25+,Africa:Senegal:Dakar,,,2007,,,1,2007,0.1779818329165947,0.2458677287524624,0.1256343915308145,2
Age 25+,Africa:Senegal:Dakar,,,2008,,,1,2008,0.1816761088717599,0.2504832326234361,0.1283578434345509,2
Age 25+,Africa:Senegal:Dakar,,,2009,,,1,2009,0.1855011546505353,0.2443234182567063,0.1380028411792422,2
Age 25+,Africa:Senegal:Dakar,0.1801756678381176,0.0187285802292045,2010,Senegal,DHS_2010,1,2010,0.1893278426611663,0.219381967629987,0.1625492086591715,2
Age 25+,Africa:Senegal:Dakar,,,2011,,,1,2011,0.2117278200424172,0.2644572520513944,0.1673443151969507,2
Age 25+,Africa:Senegal:Dakar,0.2718466321995801,0.0267863140229248,2012,Senegal,DHS_2012,1,2012,0.2358333688310378,0.2717727418413143,0.2046653099116777,2
Age 25+,Africa:Senegal:Dakar,,,2013,,,1,2013,0.2577584460102358,0.3176712236949309,0.2067089280600804,2
Age 25+,Africa:Senegal:Dakar,0.2989552756072333,0.0334189972244152,2014,Senegal,DHS_2014,1,2014,0.281152878684452,0.3200031109325663,0.2459815027781913,2
